,dataset,ensemble,alpha,threshold,Labels,Time,n_clusters,real_n,accuracy,F1_score
317,noisy_moons,MM,0.5,0.1,"[1 1 1 2 1 2 1 1 2 1 2 2 2 2 1 1 1 1 2 2 1 2 1 2 1 2 1 1 1 1 2 2 2 1 1 1 1
 1 1 2 2 2 2 1 1 2 2 1 2 1 2 2 2 1 1 1 2 2 2 2 1 2 1 1 2 1 2 2 1 2 2 2 1 1
 1 2 2 1 1 1 1 1 1 2 2 2 1 2 1 1 1 1 1 2 2 2 1 2 2 1 2 1 1 1 2 1 2 2 2 2 2
 2 1 2 1 2 2 1 1 2 1 2 2 2 2 1 2 1 1 2 2 2 1 1 1 2 1 2 2 1 1 1 2 2 1 1 1 1
 2 1 1 1 1 2 2 1 2 1 2 1 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 1 1 1 2 2 2 2 1
 2 1 2 1 2 1 1 1 2 2 1 2 2 1 1 1 1 2 1 2 2 2 1 2 2 1 2 1 2 2 2 2 1 2 2 1 2
 1 1 1 2 1 2 1 2 1 2 1 2 1 2 2 2 1 1 1 1 2 1 2 2 1 1 2 2 2 2 1 1 1 2 2 1 1
 2 1 1 1 2 2 1 2 2 2 2 1 2 1 2 1 1 1 1 1 1 2 1 2 1 1 2 1 2 2 2 2 2 2 2 1 1
 2 1 1 1 1 2 2 2 1 2 2 2 2 2 2 1 2 2 2 2 2 1 1 2 2 2 2 2 2 1 1 1 2 2 2 2 1
 2 1 2 1 2 2 2 2 2 1 2 1 2 1 2 2 1 1 1 1 1 1 1 2 1 1 1 2 2 2 1 1 2 1 2 1 2
 2 1 1 2 1 2 2 2 2 1 1 1 2 2 1 1 2 2 1 1 1 2 1 2 2 1 1 1 2 1 2 2 1 2 1 1 1
 2 1 2 1 2 2 2 2 1 2 2 2 2 2 1 1 1 1 2 1 1 1 1 2 2 1 1 1 1 2 1 1 2 2 1 1 1
 1 1 1 1 1 1 2 2 1 2 1 1 2 1 2 1 1 1 2 1 1 1 1 2 2 2 1 2 2 1 2 2 2 1 1 2 2
 2 1 2 2 1 2 2 2 1 2 1 2 1 2 2 2 2 2 2]",147.2499711514,2,2,0.056,0.0380952381
318,noisy_moons,Voting,0.5,0.1,"[0 0 0 1 0 1 0 0 1 0 1 1 1 1 0 0 1 0 1 1 0 1 0 1 0 1 0 0 0 0 1 1 1 0 0 0 0
 0 0 1 1 1 1 0 0 1 1 0 1 0 1 1 1 0 0 0 1 1 1 1 0 1 0 0 1 0 1 1 0 1 1 1 0 0
 0 1 1 0 0 0 0 0 1 1 1 1 0 1 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 0 1 0 1 1 1 1 1
 1 0 1 0 1 1 0 0 1 0 1 1 1 1 0 1 0 1 1 1 1 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0
 1 1 0 0 0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 1 1 0
 1 0 1 0 1 0 0 0 1 1 0 1 1 0 0 0 0 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 0 1
 0 0 0 1 0 1 0 1 0 1 0 1 0 1 1 1 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 0 0 1 1 0 0
 1 0 0 0 1 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 0 1 0 1 0 0 1 0 1 1 1 1 1 1 1 0 1
 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0
 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 1 0 1 1 1
 1 0 0 1 0 1 1 1 1 0 0 0 1 1 0 0 1 1 0 0 0 1 0 1 1 0 0 0 1 1 1 1 0 1 0 1 0
 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 1 0 1 1 1 1 0 0
 0 0 0 0 1 0 1 1 0 1 0 0 1 0 1 0 0 1 1 0 0 0 0 1 1 1 0 1 1 0 1 1 1 0 0 1 1
 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 1]",0.0203893185,2,2,0.924,0.9235584737
319,noisy_moons,Graph,0.5,0.1,"[0 0 0 1 0 1 0 0 1 0 1 1 1 1 0 0 1 0 1 1 0 1 0 1 0 1 0 0 0 0 1 1 1 0 0 0 0
 0 0 1 1 1 1 0 0 1 1 0 1 0 1 1 1 0 0 0 1 1 1 1 0 1 0 0 1 0 1 1 0 1 1 1 0 0
 0 1 1 0 0 0 0 0 1 1 1 1 0 1 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 0 1 0 1 1 1 1 1
 1 0 1 0 1 1 0 0 1 0 1 1 1 1 0 1 0 1 1 1 1 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0
 1 1 0 0 0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 1 1 0
 1 0 1 0 1 0 0 0 1 1 0 1 1 0 0 0 0 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 0 1
 0 0 0 1 0 1 0 1 0 1 0 1 0 1 1 1 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 0 0 1 1 0 0
 1 0 0 0 1 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 0 1 0 1 0 0 1 0 1 1 1 1 1 1 1 0 1
 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0
 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 1 0 1 1 1
 1 0 0 1 0 1 1 1 1 0 0 0 1 1 0 0 1 1 0 0 0 1 0 1 1 0 0 0 1 1 1 1 0 1 0 1 0
 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 1 0 1 1 1 1 0 0
 0 0 0 0 1 0 1 1 0 1 0 0 1 0 1 0 0 1 1 0 0 0 0 1 1 1 0 1 1 0 1 1 1 0 0 1 1
 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 1]",0.6250982285,2,2,0.924,0.9235584737
320,varied,GMM_MCA,0.5,0.1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",24.6469502449,1,3,0.334,0.1669165417
321,varied,GMM_Voting,0.5,0.1,"[1 1 0 1 2 0 1 2 2 2 2 2 1 2 0 1 0 1 1 0 1 0 2 0 0 0 1 0 0 1 2 1 1 0 0 2 0
 2 0 2 0 0 1 2 2 1 2 1 1 1 1 0 2 0 1 2 1 1 2 1 2 1 1 0 2 2 1 1 0 0 0 2 1 2
 1 0 1 1 0 1 2 0 1 0 1 1 1 1 1 0 2 0 2 2 2 0 2 2 2 0 2 1 1 1 1 2 1 0 0 2 0
 1 1 1 0 2 1 2 2 2 2 0 0 0 2 2 0 1 1 0 2 0 1 2 1 2 2 1 2 1 0 1 2 0 0 0 1 2
 2 0 1 0 2 2 1 2 2 2 1 1 0 2 0 2 1 1 2 0 1 2 2 1 0 1 1 2 2 2 1 0 2 2 1 0 0
 0 1 0 1 2 2 2 2 0 2 0 2 2 0 0 2 2 2 2 1 2 2 1 0 0 2 0 0 1 1 2 2 2 2 0 0 0
 2 1 0 0 2 1 1 0 1 2 2 2 2 1 1 2 2 0 2 1 0 2 1 2 1 1 1 0 0 2 0 1 2 2 1 1 2
 2 0 1 2 1 0 1 1 1 2 1 2 1 0 0 0 2 0 2 2 1 0 0 2 1 0 1 0 2 2 0 0 2 1 1 2 2
 1 1 2 2 2 0 2 1 2 1 0 1 1 2 0 0 2 0 2 2 1 2 1 2 2 1 1 2 0 2 0 1 2 1 2 1 0
 1 1 1 1 1 2 2 2 2 1 0 1 2 2 2 2 0 1 0 0 1 2 1 1 0 1 1 1 2 2 1 1 0 0 1 2 1
 0 1 0 1 2 1 0 1 0 2 0 2 1 0 1 2 2 1 0 0 0 2 2 0 1 0 2 1 1 2 1 0 1 0 1 0 2
 0 0 1 2 2 2 1 0 1 1 1 2 2 2 2 0 2 0 1 2 1 2 2 2 0 2 0 0 1 0 0 2 0 2 0 1 0
 0 2 1 0 1 2 2 1 2 2 2 1 2 1 2 0 0 1 1 2 2 2 1 2 1 1 0 2 1 2 0 1 1 1 1 2 2
 0 2 0 2 0 1 0 2 0 2 1 1 2 0 2 1 0 2 1]",0.7859485149,3,3,0.012,0.01179941
322,varied,GMM_Pair,0.5,0.1,"[0 0 3 0 2 3 0 2 2 2 2 2 0 2 3 0 3 0 0 3 0 3 2 3 3 3 0 3 3 0 2 0 0 3 3 2 3
 2 3 2 3 3 0 2 2 0 2 0 0 0 0 3 2 3 0 2 0 0 2 0 2 0 0 3 2 2 1 0 3 3 3 2 0 2
 0 3 0 0 3 0 2 3 0 3 0 0 0 0 0 3 2 3 2 2 2 3 2 2 2 3 2 0 0 0 0 2 0 3 3 2 3
 0 0 0 3 2 0 2 2 2 2 3 3 3 2 2 3 0 0 3 2 3 0 2 0 2 2 0 2 0 3 0 2 3 3 3 0 2
 2 3 0 3 2 2 0 2 2 2 0 0 3 2 3 2 0 0 2 3 0 2 2 0 3 0 0 2 2 2 0 3 2 2 0 3 3
 3 0 3 0 2 2 2 2 3 2 3 2 2 3 3 2 2 2 2 0 2 2 0 3 3 2 2 3 0 0 2 2 2 2 3 3 3
 2 0 3 3 2 0 0 3 0 2 2 2 2 0 0 2 2 3 2 0 3 2 0 2 0 0 0 3 3 2 3 0 2 2 0 0 2
 2 3 0 2 0 3 0 0 0 2 0 2 0 3 3 3 2 3 2 2 0 3 3 2 0 3 0 3 2 2 3 3 2 0 0 2 2
 0 0 2 2 2 3 2 0 2 0 3 0 0 2 3 3 2 2 2 2 0 2 0 2 2 0 0 2 3 2 3 0 2 0 2 0 3
 0 0 0 0 0 2 2 2 2 0 3 0 2 2 2 2 3 0 3 3 0 2 0 0 3 0 0 0 2 2 0 0 3 3 0 2 0
 3 0 3 0 2 0 3 0 3 2 3 2 0 3 0 2 2 0 3 3 3 2 2 3 0 3 2 0 0 2 0 3 0 3 0 3 2
 2 3 0 2 2 2 0 3 0 0 0 2 2 2 2 3 2 3 0 2 0 2 2 2 3 2 3 3 0 3 3 2 3 2 3 0 3
 3 2 0 3 0 2 2 0 2 2 2 0 2 0 2 3 3 0 0 2 2 2 0 2 0 0 3 2 0 2 3 0 0 0 0 2 2
 3 2 3 2 3 0 3 2 3 2 0 0 2 3 2 0 3 2 0]",0.4639344215,4,3,0,0
323,varied,MM,0.5,0.1,"[2 2 4 2 3 4 2 1 3 3 1 3 2 3 4 2 4 2 2 4 2 2 3 4 4 4 2 1 4 2 3 2 2 4 4 3 1
 1 4 3 4 4 2 3 3 2 3 2 2 2 2 4 3 4 2 3 2 2 3 2 3 2 2 4 3 3 2 2 4 4 1 3 2 3
 2 4 2 2 4 2 3 4 2 2 2 2 2 2 2 1 3 4 3 3 3 4 3 3 3 2 3 2 2 2 2 3 2 4 4 1 4
 2 2 2 4 3 2 1 3 3 3 4 4 4 3 3 4 2 2 4 3 4 2 3 2 3 3 2 3 2 4 2 3 4 4 4 2 3
 3 4 2 4 3 3 2 3 3 3 2 2 4 3 4 3 2 2 3 4 2 3 3 2 4 2 2 3 3 3 2 4 3 3 2 4 4
 4 2 1 2 3 1 3 3 4 3 4 3 3 4 2 3 3 3 3 2 3 3 2 4 4 3 1 4 2 2 3 3 3 3 2 4 4
 3 2 2 4 3 2 2 4 2 3 3 3 3 2 2 3 3 2 1 2 4 3 2 3 2 2 2 4 4 3 4 2 3 3 2 2 3
 1 4 2 3 2 4 2 2 2 3 2 3 2 4 4 2 3 4 3 3 2 4 4 3 2 4 2 4 3 3 4 4 3 2 2 3 3
 2 2 3 3 3 4 3 2 3 2 4 2 2 3 4 4 3 1 3 3 2 3 2 1 3 2 2 3 4 3 4 2 3 2 3 2 2
 2 2 2 2 2 3 3 3 3 2 4 2 3 3 3 3 4 2 4 4 2 3 2 2 4 2 2 2 3 3 2 2 4 4 2 3 2
 4 2 4 2 3 2 4 2 4 3 4 3 2 4 2 3 3 2 4 4 4 3 3 4 2 4 3 2 2 3 2 4 2 4 2 4 3
 1 4 2 3 3 3 2 4 2 2 2 3 3 3 3 4 3 4 2 3 2 3 3 3 4 3 2 4 2 4 4 3 4 3 4 2 4
 4 3 2 2 2 3 3 2 3 3 3 2 1 2 3 4 4 2 2 3 3 3 2 3 2 2 4 3 2 3 4 2 2 2 2 3 3
 4 3 1 3 4 2 4 3 4 3 2 2 3 4 3 2 4 3 2]",658.8799886703,4,3,0.368,0.2289675571
324,varied,Voting,0.5,0.1,"[0 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 1
 1 0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 1 1 1 0 1 0 0 0 0 1 0 0 0 1 0
 0 0 0 0 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 0 1 0 1 1 0 1 0 0 0 1 0 0 0 0 1
 1 0 0 0 1 1 0 1 1 1 0 0 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 1 1 1 0 0 1 1 0 0 0
 0 0 1 0 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 0 1 1 0 0 0 1 1 0 0 0 1 1 1 1 0 0 0
 1 0 0 0 1 0 0 0 0 1 1 1 1 0 0 1 1 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 1 1 0 0 1
 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 1
 0 0 1 1 1 0 1 0 1 0 0 0 0 1 0 0 1 1 1 1 0 1 0 1 1 0 0 1 0 1 0 0 1 0 1 0 0
 0 0 0 0 0 1 1 1 1 0 0 0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0
 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1
 1 0 0 1 1 1 0 0 0 0 0 1 1 1 1 0 1 0 0 1 0 1 1 1 0 1 0 0 0 0 0 1 0 1 0 0 0
 0 1 0 0 0 1 1 0 1 1 1 0 1 0 1 0 0 0 0 1 1 1 0 1 0 0 0 1 0 1 0 0 0 0 0 1 1
 0 1 1 1 0 0 0 1 0 1 0 0 1 0 1 0 0 1 0]",0.0209536552,2,3,0.054,0.0498614958
325,varied,Graph,0.5,0.1,"[1 0 1 0 2 1 1 2 2 2 2 2 1 2 3 0 1 0 0 1 1 1 2 1 1 1 0 1 1 0 2 0 1 1 1 2 1
 2 1 2 1 1 0 2 2 1 2 1 0 0 0 1 2 1 0 2 0 1 2 1 2 0 0 1 2 2 0 1 1 1 1 2 1 2
 1 1 0 0 1 0 2 1 0 1 0 0 1 1 0 1 2 1 2 2 2 1 2 2 2 1 2 0 1 0 0 2 1 1 1 2 1
 1 0 1 1 2 1 2 2 2 2 1 1 1 2 2 1 0 0 1 2 1 1 2 0 2 2 1 2 1 1 1 2 1 1 1 1 2
 2 1 1 1 2 2 0 2 2 2 0 1 1 2 1 2 0 1 2 1 1 2 2 0 1 0 1 2 2 2 1 1 2 2 1 1 1
 1 1 1 1 2 2 2 2 1 2 1 2 2 1 1 2 2 2 2 1 2 2 0 1 1 2 2 1 0 0 2 2 2 2 1 1 1
 2 1 1 1 2 1 1 1 1 2 2 2 2 0 1 2 2 1 2 1 1 2 1 2 0 0 0 1 1 2 1 1 2 2 1 1 2
 2 1 1 2 1 1 0 0 0 2 1 2 0 1 1 1 2 1 2 2 1 1 1 2 0 1 1 1 2 2 1 1 2 0 0 2 2
 0 0 2 2 2 1 2 1 2 0 1 1 1 2 1 1 2 2 2 2 1 2 1 2 2 1 1 2 1 2 1 0 2 1 2 1 1
 1 1 1 0 1 2 2 2 2 0 1 1 2 2 2 2 1 1 1 1 1 2 0 1 1 1 0 1 2 2 0 1 1 1 0 2 0
 1 0 1 1 2 1 1 1 1 2 1 2 1 1 0 2 2 0 1 1 1 2 2 1 0 1 2 0 1 2 1 1 0 1 1 1 2
 2 1 0 2 2 2 1 1 1 0 1 2 2 2 2 1 2 1 0 2 1 2 2 2 1 2 1 1 1 1 1 2 1 2 1 1 1
 1 2 0 1 0 2 2 1 2 2 2 0 2 0 2 1 1 0 1 2 2 2 1 2 0 1 1 2 1 2 1 1 0 1 0 2 2
 1 2 1 2 1 1 1 2 1 2 0 0 2 1 2 0 1 2 1]",0.6378567219,4,3,0.286,0.1805555556
326,aniso,GMM_MCA,0.5,0.1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",24.4642381668,1,3,0.334,0.1669165417
327,aniso,GMM_Voting,0.5,0.1,"[2 2 3 2 0 3 2 1 1 0 0 0 2 0 3 2 3 2 2 3 2 3 1 3 3 3 2 0 3 2 0 2 2 3 3 0 0
 0 3 1 3 3 2 0 1 2 0 2 2 2 2 3 1 3 1 0 2 2 0 2 3 2 2 3 3 1 2 2 3 3 0 3 2 0
 2 3 2 2 3 2 0 3 2 0 2 2 2 2 2 0 0 0 0 0 1 0 0 0 0 3 0 2 2 2 2 0 2 0 3 3 3
 2 2 2 3 3 2 1 1 0 0 3 3 3 3 1 3 2 2 3 1 3 2 0 2 0 0 2 3 2 3 2 0 3 3 0 2 1
 3 3 2 3 0 1 2 0 0 0 2 2 3 0 3 0 2 2 0 0 2 3 3 2 3 2 2 1 1 0 2 3 1 3 2 3 0
 3 0 3 2 0 3 0 0 3 3 3 0 3 3 0 1 3 3 1 1 1 0 2 3 3 0 3 3 2 2 0 0 1 0 3 3 3
 0 2 3 3 0 0 2 3 2 0 0 0 1 2 2 0 0 3 0 1 0 1 2 0 2 2 2 3 3 1 3 2 0 0 0 1 1
 1 3 2 0 2 3 2 2 2 0 2 1 2 3 3 0 0 3 3 0 0 3 3 3 2 3 2 3 1 0 3 3 0 2 2 1 0
 0 2 0 0 3 3 0 2 0 2 0 2 2 0 3 3 1 3 0 3 2 1 2 0 3 2 2 1 3 1 3 2 1 2 0 2 0
 2 2 2 2 2 1 0 3 0 2 3 2 0 1 0 0 3 2 3 3 2 0 2 2 3 2 2 2 0 1 2 2 0 3 2 0 2
 3 2 3 2 0 2 0 2 3 3 3 0 2 3 1 0 0 2 3 3 3 1 1 3 2 3 0 2 1 0 2 3 2 3 2 3 3
 3 3 2 1 0 0 1 3 2 2 2 0 3 1 3 3 0 3 2 0 1 3 0 0 0 0 0 3 2 0 3 1 3 0 0 0 3
 3 1 1 3 2 0 0 2 0 1 0 2 0 2 0 3 0 2 2 0 0 3 2 0 2 2 3 0 2 0 3 2 2 2 2 0 0
 3 0 0 0 3 2 3 3 0 0 2 2 0 3 1 2 3 3 2]",0.7766158581,4,3,0.526,0.4158437322
328,aniso,GMM_Pair,0.5,0.1,"[3 3 0 3 2 0 3 2 2 2 2 2 3 2 0 3 0 3 3 1 3 2 2 2 2 0 3 2 1 3 2 3 3 0 2 2 2
 2 0 2 0 1 3 2 2 3 2 3 3 3 3 1 2 1 3 2 3 3 2 3 2 3 3 1 0 2 3 3 2 2 2 2 3 2
 3 1 3 3 2 3 2 1 3 2 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 2 3 2 1 2 0
 3 3 3 1 2 3 2 2 2 2 0 1 1 2 2 1 3 3 1 2 2 3 2 3 2 2 3 2 3 0 3 2 1 1 2 3 2
 2 1 3 1 2 2 3 2 2 2 3 3 1 2 0 2 3 3 2 2 3 2 1 3 0 3 3 2 2 2 3 1 2 2 3 1 2
 0 2 0 3 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 3 1 1 2 2 1 3 3 2 2 2 2 2 1 1
 2 3 2 1 2 2 3 1 3 2 2 2 2 3 3 2 2 2 2 3 2 2 3 2 3 3 3 0 1 2 1 3 2 2 2 3 2
 2 1 3 2 3 1 3 3 3 2 3 2 3 1 0 2 2 0 0 2 2 2 2 1 3 2 3 2 2 2 2 2 2 3 3 2 2
 2 3 2 2 2 1 2 3 2 3 2 3 3 2 0 1 2 0 2 2 3 2 3 2 2 3 3 2 1 2 2 3 2 3 2 3 2
 3 3 3 3 3 2 2 0 2 3 1 3 2 2 2 2 1 3 1 1 3 2 3 3 1 3 3 3 2 2 3 3 2 2 3 2 3
 0 3 0 3 2 3 2 3 1 2 1 2 3 1 3 2 2 3 1 1 1 2 2 0 3 0 2 3 3 2 3 0 3 0 3 0 0
 2 0 3 2 2 2 2 1 3 3 3 2 2 2 0 0 2 0 3 2 3 1 2 2 2 2 2 0 3 2 2 2 0 2 2 2 2
 1 2 2 1 3 2 2 3 2 2 2 3 2 3 2 1 2 3 3 2 2 2 3 2 3 3 0 2 3 2 1 3 3 3 3 2 2
 1 2 2 2 1 3 1 1 2 2 3 3 2 1 2 3 2 2 3]",0.4947645664,4,3,0.126,0.1352918187
329,aniso,MM,0.5,0.1,"[4 4 3 4 1 3 4 2 1 3 1 3 4 3 3 4 3 4 4 3 4 3 1 3 3 3 4 1 3 4 3 4 4 3 3 3 1
 1 3 1 3 3 4 3 1 4 1 4 4 4 4 3 2 3 4 1 4 4 1 4 3 4 4 3 3 2 4 4 3 3 1 3 4 1
 4 3 4 4 3 4 1 3 4 1 4 4 4 4 4 1 1 1 1 1 2 1 1 3 3 3 3 4 4 4 4 1 4 1 3 3 3
 4 4 4 3 3 4 2 1 1 1 3 3 3 3 1 3 4 4 3 2 3 4 1 4 1 1 4 3 4 3 4 3 3 3 1 4 2
 3 3 4 3 1 2 4 3 1 1 4 4 3 1 3 3 4 4 1 1 4 3 3 4 3 4 4 1 2 1 4 3 1 3 4 3 1
 3 1 3 4 3 3 1 1 3 3 3 1 3 3 1 1 3 3 1 2 1 1 4 3 3 1 3 3 4 4 3 1 2 1 3 3 3
 1 4 3 3 3 1 4 3 4 3 1 1 1 4 4 1 1 3 1 4 1 1 4 1 4 4 4 3 3 2 3 4 3 3 1 4 1
 1 3 4 1 4 3 4 4 4 1 4 2 4 3 3 1 1 3 3 1 1 3 3 3 4 3 4 3 2 1 3 3 1 4 4 1 1
 1 4 1 1 3 3 1 4 1 4 1 4 4 1 3 3 2 3 1 3 4 1 4 1 3 4 4 2 3 1 3 4 2 4 1 4 1
 4 4 4 4 4 1 1 3 3 4 3 4 3 1 1 1 3 4 3 3 4 1 4 4 3 4 4 4 3 1 4 4 1 3 4 1 4
 3 4 3 4 1 4 1 4 3 3 3 1 4 3 4 1 1 4 3 3 3 1 1 3 4 3 1 4 4 1 4 3 4 3 4 3 3
 3 3 4 1 1 1 2 3 4 4 4 1 3 2 3 3 3 3 4 3 4 3 1 1 1 1 1 3 4 1 3 1 3 1 1 1 3
 3 2 2 3 4 3 1 4 1 1 1 4 1 4 1 3 1 4 4 1 1 3 4 1 4 4 3 1 4 1 3 4 4 4 4 1 1
 3 1 1 1 3 4 3 3 1 1 4 4 3 3 1 4 3 3 4]",602.9253079891,4,3,0.082,0.0552917104
